titulo_original;anio;duracion;pais;direccion;guion;reparto;genero;sinopsis;url_imagen;puntuacion;votos;url;imdb_url;imdb_puntuacion;imdb_votos;presupuesto_millones;recaudacion_domestica_millones;recaudacion_mundial_millones;estreno_millones;roi;exito_comercial;porcentaje_domestico;multiplicador_taquilla;puntuacion_imdb_num;diferencia_puntuaciones;puntuacion_promedio;es_usa;genero_principal;duracion_minutos
Friday the 13th, Part 2;1981;87 min.;Estados Unidos;Steve Miner;Ron Kurz, Victor Miller, Sean S. Cunningham;Amy Steel, John Furey, Adrienne King, Kirsten Baker, Betsy Palmer, Stuart Charno, Bill Randolph, Marta Kober, Russell Todd, Tom McBride, Warrington Gillette, Walt Gorney, Lauren-Marie Taylor;Terror;Cinco años después del terrible baño de sangre del campamento de Cristal Lake, todo lo que queda es la leyenda de Jasón Voorhees y de su madre demente, que asesinaron a siete jóvenes. En un campamento cercano, nuevos veraneantes desoyen las advertencias de alejarse del tristemente famoso lugar. Despreocupados, los jóvenes recorren la zona... sin advertir una amenazadora presencia oculta. (FILMAFFINITY);https://pics.filmaffinity.com/friday_the_13th_part_2-670243099-large.jpg;5.0;5216;https://www.filmaffinity.com/es/film194402.html;https://www.imdb.com/title/tt0080761/?ref_=fn_ttl_ttl_8;6.4;167000.0;0.55;39.75;39.92;5.82;72.58181818181818;1.0;99.57414829659318;6.859106529209622;6.4;1.4000000000000004;5.7;1;Terror;87.0
E.T.: The Extra-Terrestrial;1982;115 min.;Estados Unidos;Steven Spielberg;Melissa Mathison;Henry Thomas, Dee Wallace, Robert MacNaughton, Drew Barrymore, Peter Coyote, C. Thomas Howell, K.C. Martel, Sean Frye, Erika Eleniak, David M. O'Dell, Richard Swingler, Frank Toth, Robert Barton;Ciencia ficción;Un pequeño ser de otro planeta se queda abandonado en la Tierra cuando su nave, al emprender el regreso, se olvida de él. Está completamente solo y tiene miedo, pero se hará amigo de un niño, que lo esconde en su casa. El pequeño y sus hermanos intentan encontrar la forma de que el pequeño extraterrestre regrese a su planeta antes de que lo encuentren los científicos y la policía. (FILMAFFINITY);https://pics.filmaffinity.com/e_t_the_extra_terrestrial-391240254-large.jpg;7.5;156935;https://www.filmaffinity.com/es/film627362.html;https://www.imdb.com/title/tt0083866/?ref_=fn_ttl_ttl_1;7.9;454000.0;10.5;439.45;797.31;11.84;75.9342857142857;1.0;55.11657949856392;67.34037162162161;7.9;0.40000000000000036;7.7;1;Ciencia ficción;115.0
Blade Runner;1982;117 min.;Estados Unidos;Ridley Scott;David Webb Peoples, Hampton Fancher, Philip K. Dick;Harrison Ford, Rutger Hauer, Sean Young, Daryl Hannah, Edward James Olmos, Joanna Cassidy, Brion James, Joe Turkel, M. Emmet Walsh, William Sanderson, James Hong, Morgan Paull, Hy Pyke;Ciencia ficción;"Noviembre de 2019. A principios del siglo XXI, la poderosa Tyrell Corporation creó, gracias a los avances de la ingeniería genética, un robot llamado Nexus 6, un ser virtualmente idéntico al hombre pero superior a él en fuerza y agilidad, al que se dio el nombre de Replicante. Estos robots trabajaban como esclavos en las colonias exteriores de la Tierra. Después de la sangrienta rebelión de un equipo de Nexus-6, los Replicantes fueron desterrados de la Tierra. Brigadas especiales de policía, los Blade Runners, tenían órdenes de matar a todos los que no hubieran acatado la condena. Pero a esto no se le llamaba ejecución, se le llamaba ""retiro"". Tras un grave incidente, el ex Blade Runner Rick Deckard es llamado de nuevo al servicio para encontrar y ""retirar"" a unos replicantes rebeldes. (FILMAFFINITY)";https://pics.filmaffinity.com/blade_runner-351607743-large.jpg;8.1;138990;https://www.filmaffinity.com/es/film358476.html;https://www.imdb.com/title/tt0083658/?ref_=fn_ttl_ttl_1;8.1;854000.0;28.0;32.91;41.77;6.15;1.4917857142857145;0.0;78.78860426143164;6.791869918699187;8.1;0.0;8.1;1;Ciencia ficción;117.0
Rambo: First Blood;1982;97 min.;Estados Unidos;Ted Kotcheff;Sylvester Stallone, Michael Kozoll, William Sackheim, David Morrell;Sylvester Stallone, Richard Crenna, Brian Dennehy, David Caruso, Jack Starrett, Michael Talbott, Chris Mulkey, Bill McKinney, John McLiam, Alf Humphreys, David L. Crowley, Don MacKay, Charles A. Tamburro;Acción;Cuando John Rambo, un veterano boina verde, va a visitar a un viejo compañero de armas, se entera de que ha muerto víctima de las secuelas de la guerra. Algunos días después, la policía lo detiene por vagabundo y se ensaña con él. Entonces recuerda las torturas que sufrió en Vietnam y reacciona violentamente. (FILMAFFINITY);https://pics.filmaffinity.com/rambo_first_blood-572528533-large.jpg;6.6;74350;https://www.filmaffinity.com/es/film922584.html;https://www.imdb.com/title/tt0083944/?ref_=fn_ttl_ttl_2;7.7;290000.0;15.0;47.21;125.21;6.64;8.347333333333333;1.0;37.7046561776216;18.856927710843372;7.7;1.1000000000000005;7.15;1;Acción;97.0
Conan the Barbarian;1982;129 min.;Estados Unidos;John Milius;John Milius, Oliver Stone, Robert E. Howard;Arnold Schwarzenegger, James Earl Jones, Sandahl Bergman, Max von Sydow, Ben Davidson, Sven-Ole Thorsen, Cassandra Gaviola, Gerry Lopez, Mako, Valérie Quennessen, William Smith, Nadiuska, Jorge Sanz, Franco Columbu, Pilar Alcón;Aventuras;Un niño que pertenece a una tribu primitiva graba en su memoria los rostros de los guerreros que han exterminado a su familia y a él lo han vendido a unos mercaderes de esclavos. Años después, el joven se ha convertido en un forzudo y valiente guerrero. (FILMAFFINITY);https://pics.filmaffinity.com/conan_the_barbarian-679144812-large.jpg;6.6;68126;https://www.filmaffinity.com/es/film684000.html;https://www.imdb.com/title/tt0082198/?ref_=fn_ttl_ttl_1;6.9;168000.0;20.0;39.57;68.85;9.6;3.4425;1.0;57.4727668845316;7.171875;6.9;0.3000000000000007;6.75;1;Aventuras;129.0
An Officer and a Gentleman;1982;125 min.;Estados Unidos;Taylor Hackford;Douglas Day Stewart;Richard Gere, Debra Winger, Louis Gossett Jr., Lisa Blount, David Keith, David Caruso, Robert Loggia, Lisa Eilbacher, Victor French, Tony Plana, Grace Zabriskie, Harold Sylvester, Tommy Petersen;Romance;Zack Mayo (Richard Gere), un joven que ingresa en la Escuela Naval Militar de los Estados Unidos, tropezará con muchas dificultades para adaptarse a la estricta disciplina militar, situación que intentará corregir el implacable sargento Foley (Louis Gossett Jr.). Mientras tanto, conoce a Paula (Debra Winger), una joven de la que se acaba enamorando. (FILMAFFINITY);https://pics.filmaffinity.com/an_officer_and_a_gentleman-154639705-large.jpg;6.0;57543;https://www.filmaffinity.com/es/film949234.html;https://www.imdb.com/title/tt0084434/?ref_=fn_ttl_ttl_1;7.1;65000.0;7.5;129.8;129.8;3.3;17.30666666666667;1.0;100.0;39.333333333333336;7.1;1.0999999999999996;6.55;1;Romance;125.0
The Thing;1982;105 min.;Estados Unidos;John Carpenter;Bill Lancaster, John W. Campbell;Kurt Russell, Wilford Brimley, Keith David, David Clennon, Richard Dysart, Donald Moffat, Richard Masur, T.K. Carter, Charles Hallahan, Peter Maloney, Joel Polis, Thomas G. Waites;Ciencia ficción;En una estación experimental remota de la Antártida, un equipo de científicos de investigación estadounidenses ven cómo en su campamento base un helicóptero noruego dispara contra un perro de trineo. Cuando acogen al perro, éste ataca brutalmente tanto a los seres humanos como a los caninos del campamento, y descubren que la bestia, de origen desconocido, puede asumir la forma de sus víctimas... (FILMAFFINITY);https://pics.filmaffinity.com/the_thing-823700381-large.jpg;7.3;52004;https://www.filmaffinity.com/es/film313264.html;https://www.imdb.com/title/tt0084787/?ref_=fn_ttl_ttl_1;8.2;499000.0;15.0;20.06;20.84;3.11;1.3893333333333333;0.0;96.25719769673704;6.700964630225081;8.2;0.8999999999999995;7.75;1;Ciencia ficción;105.0
Tootsie;1982;119 min.;Estados Unidos;Sydney Pollack;Larry Gelbart, Murray Schisgal, Don McGuire;Dustin Hoffman, Jessica Lange, Geena Davis, Charles Durning, George Gaynes, Teri Garr, Dabney Coleman, Sydney Pollack, Bill Murray, Doris Belack;Comedia;Michael Dorsey es un actor neoyorkino sin éxito. Además, en los círculos artísticos tiene fama de conflictivo. Como su mala racha no se acaba, un día toma una importante decisión: hacerse pasar por una mujer para encontrar trabajo. Consigue un papel, pero su nueva identidad le traerá no pocas complicaciones en su vida diaria. (FILMAFFINITY);https://pics.filmaffinity.com/tootsie-908248107-large.jpg;7.1;41241;https://www.filmaffinity.com/es/film591499.html;https://www.imdb.com/title/tt0084805/?ref_=fn_ttl_ttl_1;7.4;119000.0;21.0;177.2;177.2;5.54;8.438095238095238;1.0;100.0;31.985559566787;7.4;0.3000000000000007;7.25;1;Comedia;119.0
Gandhi;1982;188 min.;Reino Unido;Richard Attenborough;John Briley, Mahatma Gandhi;Ben Kingsley, Roshan Seth, Martin Sheen, Ian Charleson, Edward Fox, Candice Bergen, Saeed Jaffrey, Amrish Puri, Athol Fugard, Alyque Padamsee, Rohini Hattangadi, John Gielgud, Geraldine James;Drama;Después de defender los derechos de sus compatriotas en Sudáfrica, Mahatma Gandhi, considerando que también los indios son ciudadanos de segunda clase en su propia tierra, los incita a sublevarse contra el Imperio Británico mediante la doctrina de la no-violencia y la desobediencia civil, liderando el movimiento que llevó a la India, hasta entonces una colonia, a independizarse de los británicos en los años 40. (FILMAFFINITY);https://pics.filmaffinity.com/gandhi-201854003-large.jpg;7.4;40678;https://www.filmaffinity.com/es/film271708.html;https://www.imdb.com/title/tt0083987/?ref_=fn_ttl_ttl_1;8.0;244000.0;22.0;52.77;52.77;0.13;2.398636363636364;1.0;100.0;405.9230769230769;8.0;0.5999999999999996;7.7;0;Drama;188.0
Poltergeist;1982;114 min.;Estados Unidos;Tobe Hooper;Steven Spielberg, Michael Grais, Mark Victor;Heather O'Rourke, JoBeth Williams, Craig T. Nelson, Beatrice Straight, Oliver Robins, Zelda Rubinstein, Dominique Dunne, Richard Lawson, James Karen, Martin Casella, Michael McManus;Terror;Una familia americana de clase media se traslada a vivir a un idílico barrio, pero dentro de la casa empiezan a suceder cosas extrañas, fenómenos paranormales para los que no hay explicación posible. (FILMAFFINITY);https://pics.filmaffinity.com/poltergeist-433836426-large.jpg;6.8;33672;https://www.filmaffinity.com/es/film318931.html;https://www.imdb.com/title/tt0084516/?ref_=fn_ttl_ttl_1;7.3;188000.0;10.7;77.18;77.23;6.9;7.217757009345795;1.0;99.93525831930597;11.192753623188405;7.3;0.5;7.05;1;Terror;114.0
Rocky III;1982;99 min.;Estados Unidos;Sylvester Stallone;Sylvester Stallone;Sylvester Stallone, Talia Shire, Carl Weathers, Burgess Meredith, Mr. T, Burt Young, Hulk Hogan, Tony Burton, Ian Fried, Al Silvani, Wally Taylor, Jim Hill, Don Sherman;Drama;Tras haber defendido el título diez veces, el campeón mundial de boxeo Rocky Balboa (Silvester Stallone) ha decidido retirarse. Sin embargo, Clubber Lang (Mr. T), un boxeador muy agresivo que ha ido escalando puestos a base de destrozar a sus rivales, desea arrebatarle el título. Pese a la negativa de Rocky, Clubber consigue provocarle para que acepte el desafío, y esta vez el resultado del combate se presume bastante incierto. (FILMAFFINITY);https://pics.filmaffinity.com/rocky_iii-182829734-large.jpg;5.9;24262;https://www.filmaffinity.com/es/film449364.html;https://www.imdb.com/title/tt0084602/?ref_=fn_ttl_ttl_1;6.8;220000.0;17.0;125.05;125.05;12.43;7.355882352941176;1.0;100.0;10.0603378921963;6.8;0.8999999999999995;6.35;1;Drama;99.0
The Wall;1982;99 min.;Reino Unido;Alan Parker;Roger Waters;Bob Geldof, Jenny Wright, Christine Hargreaves, James Laurenson, Bob Hoskins, Eleanor David, Kevin McKeon, David Bringham, Alex McAvoy, Michael Ensign, Joanne Whalley, Albert Moses;Musical;Pink, el cantante de un grupo musical, arrastra desde su infancia una serie de traumas debido a la dura educación que recibió. Cansado de todo lo que rodea su profesión, se acaba refugiando en las drogas como única opción para romper con el muro que él mismo ha creado a su alrededor. (FILMAFFINITY);https://pics.filmaffinity.com/the_wall-803804838-large.jpg;7.7;24150;https://www.filmaffinity.com/es/film352368.html;https://www.imdb.com/title/tt0084503/?ref_=fn_ttl_ttl_8;8.0;88000.0;12.0;22.24;22.27;;1.8558333333333332;0.0;99.86528962730131;;8.0;0.2999999999999998;7.85;0;Musical;99.0
TRON;1982;82 min.;Estados Unidos;Steven Lisberger;Steven Lisberger, Steven Lisberger, Bonnie Macbird;Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan, Barnard Hughes, Dan Shor, Peter Jurasik, Tony Stephano, Craig Chudy, Michael Dudikoff;Ciencia ficción;Un hacker es dividido en moléculas y transportado a las entrañas de un ordenador en el que un malvado programa controla los comportamientos a su antojo. (FILMAFFINITY);https://pics.filmaffinity.com/tron-524035754-large.jpg;6.4;18798;https://www.filmaffinity.com/es/film488334.html;https://www.imdb.com/title/tt0084827/?ref_=fn_ttl_ttl_2;6.7;134000.0;17.0;33.0;33.0;4.76;1.9411764705882353;0.0;100.0;6.932773109243698;6.7;0.2999999999999998;6.550000000000001;1;Ciencia ficción;82.0
Fanny och Alexander (Fanny and Alexander);1982;197 min.;Suecia;Ingmar Bergman;Ingmar Bergman;Bertil Guve, Pernilla Allwin, Gunn Wållgren, Ewa Fröling, Jarl Kulle, Erland Josephson, Allan Edwall, Börje Ahlstedt, Mona Malm, Gunnar Björnstrand, Jan Malmsjö, Mats Bergman, Lena Olin, Peter Stormare;Drama;La historia está ambientada en 1907, en Uppsala, Suecia, y se centra en los Ekdahls, la familia del joven Alexander y su hermana Fanny. Los padres se dedican al teatro y son felices, hasta que el padre muere de forma repentina. Al poco tiempo, la madre decide casarse con un líder religioso conservador, una decisión que cambiará sus vidas. (FILMAFFINITY);https://pics.filmaffinity.com/fanny_och_alexander_fanny_and_alexander-301325125-large.jpg;7.9;17955;https://www.filmaffinity.com/es/film353403.html;https://www.imdb.com/title/tt0083922/?ref_=fn_ttl_ttl_1;8.1;69000.0;6.0;6.78;6.81;;1.135;0.0;99.55947136563877;;8.1;0.1999999999999993;8.0;0;Drama;197.0
The Dark Crystal;1982;93 min.;Estados Unidos;Jim Henson, Frank Oz;David Odell;Stephen Garlick, Lisa Maxwell, Billie Whitelaw, Michael Kilgarriff, Jerry Nelson, Steve Whitmire, Brian Muehl, Sean Barrett, Joseph O'Conor, Joseph O'Conor;Fantástico;En otro mundo, en otro tiempo, en la era de la maravilla, hace mil años el Cristal Oscuro se quebró. El caos y la confusión se extendieron por todo el planeta Thra. Así empezó la profecía y aparecieron dos nuevas razas: los crueles skekses y los apacibles místicos. Si nadie repara el cristal, los skekses dominarán Thra hasta el fin de los tiempos. Será Jen, el último superviviente de los Gelfings, quien intente restaurar el cristal y acabar con el mal para siempre. (FILMAFFINITY);https://pics.filmaffinity.com/the_dark_crystal-356293828-large.jpg;7.0;16375;https://www.filmaffinity.com/es/film458881.html;https://www.imdb.com/title/tt0083791/?ref_=fn_ttl_ttl_1;7.1;75000.0;15.0;41.61;44.63;4.66;2.9753333333333334;1.0;93.23325117633878;9.57725321888412;7.1;0.09999999999999964;7.05;1;Fantástico;93.0
Missing;1982;122 min.;Estados Unidos;Costa-Gavras;Donald E. Stewart, Costa-Gavras, Thomas Hauser;Jack Lemmon, Sissy Spacek, Melanie Mayron, John Shea, Charles Cioffi, Richard Bradford, Janice Rule, David Clennon, Jerry Hardin, Martin Lasalle;Drama;Charles Horman (John Shea), un joven e idealista periodista norteamericano, desaparece de su domicilio en Santiago de Chile tras el golpe de Estado del general Augusto Pinochet (11-9-1973). Su mujer (Sissy Spacek) y su padre (Jack Lemmon), que se traslada allí desde los Estados Unidos, intentan averiguar su paradero y vivirán una auténtica odisea recorriendo las instituciones diplomáticas norteamericanas y tropezando con infinitas trabas burocráticas. (FILMAFFINITY);https://pics.filmaffinity.com/missing-398430228-large.jpg;7.7;16174;https://www.filmaffinity.com/es/film414124.html;https://www.imdb.com/title/tt0084335/?ref_=fn_ttl_ttl_2;7.7;25000.0;9.5;14.0;14.0;;1.4736842105263157;0.0;100.0;;7.7;0.0;7.7;1;Drama;122.0
The Verdict;1982;124 min.;Estados Unidos;Sidney Lumet;David Mamet, Barry Reed;Paul Newman, Charlotte Rampling, Jack Warden, James Mason, Milo O'Shea, Lindsay Crouse, Edward Binns, Julie Bovasso, Roxanne Hart, James Handy, Wesley Addy, Joe Seneca, Lewis Stadlen, Bruce Willis, Tobin Bell;Drama;Frank Galvin (Paul Newman), un maduro abogado en decadencia, es un adicto al alcohol que sobrevive gracias a pequeños y rutinarios trabajos. Un antiguo socio le recuerda el caso, todavía sin resolver, de un error médico cometido en un hospital y del que Galvin se había ocupado. No es nada fácil para él trabajar de nuevo de forma profesional, pero su tesón es tal que no tarda en averiguar que puede ganar el caso. Es entonces cuando empieza a recibir ofertas económicas para arreglar el asunto sin ir a juicio. Pero Galvin está dispuesto a jugárselo todo, tanto para conseguir una importante indemnización para los familiares como para rehabilitarse como abogado y como persona. (FILMAFFINITY);https://pics.filmaffinity.com/the_verdict-564445355-large.jpg;7.4;14735;https://www.filmaffinity.com/es/film793661.html;https://www.imdb.com/title/tt0084855/?ref_=fn_ttl_ttl_1;7.7;48000.0;16.0;53.98;53.99;0.1;3.374375;1.0;99.98147805149101;539.9;7.7;0.2999999999999998;7.550000000000001;1;Drama;124.0
The Year of Living Dangerously;1982;115 min.;Australia;Peter Weir;C.J. Koch, David Williamson, Peter Weir;Mel Gibson, Sigourney Weaver, Linda Hunt, Michael Murphy, Bill Kerr, Domingo Landicho, Noel Ferrier, Bembol Roco, Paul Sonkkila;Drama;Yakarta, año 1965. Al inexperto reportero australiano Guy Hamilton (Mel Gibson) se le presenta la oportunidad de su vida cuando lo mandan como enviado especial a Indonesia. En el turbulento escenario de la insurrección comunista contra el presidente Sukarno, conoce a Billy Kwan (Linda Hunt), un enigmático fotógrafo, y a Jill Bryant (Sigourney Weaver), una atractiva mujer que trabaja en la embajada inglesa. (FILMAFFINITY);https://pics.filmaffinity.com/the_year_of_living_dangerously-645110793-large.jpg;6.9;14597;https://www.filmaffinity.com/es/film829080.html;https://www.imdb.com/title/tt0086617/?ref_=fn_ttl_ttl_1;7.1;24000.0;13.0;10.28;10.28;0.04;0.7907692307692307;0.0;100.0;257.0;7.1;0.1999999999999993;7.0;0;Drama;115.0
The King of Comedy;1982;109 min.;Estados Unidos;Martin Scorsese;Paul D. Zimmerman;Jerry Lewis, Robert De Niro, Sandra Bernhard, Diahnne Abbott, Lou Brown, Ed Herlihy, Martin Scorsese, Mary Elizabeth Mastrantonio, Shelley Hack;Comedia;Rupert Pupkin es un cómico obsesionado con la fama y convertirse en el mejor en su campo. Un día Rupert conoce a su ídolo, Jerry Langford, y le suplica la oportunidad de aparecer en su show, pero éste se la niega. Sin embargo Pupkin no cejará en su empeño, acosando a Jerry para intentar poder conseguir sus propósitos y, con ayuda de su amiga Masha, usará un método contundente para poder obtener sus minutos de celebridad. (FILMAFFINITY);https://pics.filmaffinity.com/the_king_of_comedy-722802217-large.jpg;7.1;12598;https://www.filmaffinity.com/es/film611397.html;https://www.imdb.com/title/tt0085794/?ref_=fn_ttl_ttl_1;7.8;126000.0;20.0;2.54;2.54;0.14;0.127;0.0;100.0;18.142857142857142;7.8;0.7000000000000002;7.449999999999999;1;Comedia;109.0
48 Hrs.;1982;96 min.;Estados Unidos;Walter Hill;Roger Spottiswoode, Walter Hill, Larry Gross, Steven E. de Souza;Nick Nolte, Eddie Murphy, Annette O'Toole, Frank McRae, James Remar, David Patrick Kelly, Sonny Landham, Brion James, Jonathan Banks, Denise Crosby, James Keane, Ola Ray, Kerry Sherman;Acción;Cuando un par de asesinos sin escrúpulos consigue huir de prisión, dejando tras de sí un horrible reguero de sangre, al malhumorado detective Jack Cates no le queda otra opción que sacar al timador Reggie Hammond de la cárcel para que le ayude a encontrar a los criminales. Sin embargo, sólo dispondrán de 48 horas porque Hammond debe regresar a prisión. (FILMAFFINITY);https://pics.filmaffinity.com/48_hrs-717276934-large.jpg;6.0;10329;https://www.filmaffinity.com/es/film108252.html;https://www.imdb.com/title/tt0083511/?ref_=fn_ttl_ttl_1;6.9;90000.0;12.0;78.87;78.87;4.37;6.572500000000001;1.0;100.0;18.048054919908466;6.9;0.9000000000000004;6.45;1;Acción;96.0
A Midsummer Night's Sex Comedy;1982;88 min.;Estados Unidos;Woody Allen;Woody Allen;Woody Allen, Mia Farrow, José Ferrer, Julie Hagerty, Tony Roberts, Mary Steenburgen;Comedia;"Comienzos del siglo XX. Tres parejas se reúnen para pasar un fin de semana en el campo: un inventor que ha creado una `bola para atrapar espíritus` y su mujer, que tiene problemas sexuales; un racionalista y pomposo profesor de filosofía y su prometida, mucho más joven que él, y un médico, mujeriego compulsivo, y su última conquista. El ambiente idílico propicia la confusión emocional de los personajes. (FILMAFFINITY)";https://pics.filmaffinity.com/a_midsummer_night_s_sex_comedy-571647475-large.jpg;6.6;8928;https://www.filmaffinity.com/es/film500340.html;https://www.imdb.com/title/tt0084329/?ref_=fn_ttl_ttl_1;6.6;21000.0;;9.08;9.08;2.51;;;100.0;3.617529880478088;6.6;0.0;6.6;1;Comedia;88.0
Fitzcarraldo;1982;157 min.;Alemania del Oeste (RFA);Werner Herzog;Werner Herzog;Klaus Kinski, Claudia Cardinale, Paul Hittscher, Miguel Ángel Fuentes, José Lewgoy, Grande Otélo, Peter Berling, Milton Nascimento, Ruy Polanah, Salvador Godínez;Aventuras;"Brian Fitzgerald ""Fitzcarraldo"", un excéntrico y megalómano hombre de negocios obsesionado con la ópera, ha ido perdiendo su prestigio y su fortuna en absurdas empresas sin futuro. Su último proyecto consiste en construir un teatro de ópera en un poblado peruano a orillas del Amazonas; para conseguir el capital necesario para financiar tan magna empresa se dedica al comercio del caucho. Su extravagante plan exige sacar del río un gran barco fluvial y transportarlo hasta la cima de un monte. (FILMAFFINITY)";https://pics.filmaffinity.com/fitzcarraldo-598540297-large.jpg;7.5;8781;https://www.filmaffinity.com/es/film430661.html;https://www.imdb.com/title/tt0083946/?ref_=fn_ttl_ttl_1;7.9;41000.0;14.0;;0.0;;0.0;0.0;;;7.9;0.40000000000000036;7.7;0;Aventuras;157.0
Airplane II: The Sequel;1982;85 min.;Estados Unidos;Ken Finkleman;Ken Finkleman;Robert Hays, Julie Hagerty, Lloyd Bridges, Peter Graves, William Shatner, Chad Everett, Sonny Bono, John Vernon, Raymond Burr, Rip Torn, Chuck Connors, Stephen Stucker;Comedia;Años después de que salvara heroicamente las vidas de los pasajeros de un avión Jumbo, cuya tripulación cayó intoxicada, Ted Striker trabaja como piloto de pruebas de la nueva Lanzadera lunar. Sin embargo será enviado a una institución mental tras estrellar su nave de pruebas, a pesar de no tener la culpa. Cuando se entere de que el mismo tipo de nave se utilizará para realizar el primer vuelo lunar comercial, escapará e intentará evitarlo por todos los medios. (FILMAFFINITY);https://pics.filmaffinity.com/airplane_ii_the_sequel-846915353-large.jpg;5.3;8550;https://www.filmaffinity.com/es/film379140.html;https://www.imdb.com/title/tt0083530/?ref_=fn_ttl_ttl_1;6.2;59000.0;15.0;27.15;27.15;5.33;1.8099999999999998;0.0;100.0;5.093808630393996;6.2;0.9000000000000004;5.75;1;Comedia;85.0
Sophie's Choice;1982;157 min.;Estados Unidos;Alan J. Pakula;Alan J. Pakula, William Styron;Meryl Streep, Kevin Kline, Peter MacNicol, Rita Karin, Stephen D. Newman, Greta Turken, Josh Mostel, John Rothman, Eugene Lipinski;Drama;Verano de 1947. Stingo, un joven aspirante a escritor, se instala en una pensión familiar de Brooklyn. Su tranquilidad se verá pronto turbada por la terrible discusión de una pareja que vive en el piso de arriba. Cuando conoce a los amantes queda cautivado por su encanto y simpatía. Ella, Sophie Zawistowska, es una hermosa emigrante polaca y católica. Él, Nathan Landau, un encantador y desequilibrado científico judío. Poco a poco, Stingo se convierte en su mejor amigo. Sophie, hija de un ilustre profesor polaco, sobrevivió al campo de exterminio de Auschwitz, pero vive atormentada por su pasado. (FILMAFFINITY);https://pics.filmaffinity.com/sophie_s_choice-404175883-large.jpg;7.2;8445;https://www.filmaffinity.com/es/film630803.html;https://www.imdb.com/title/tt0084707/?ref_=fn_ttl_ttl_1;7.5;55000.0;12.0;30.04;30.04;0.2;2.5033333333333334;1.0;100.0;150.2;7.5;0.2999999999999998;7.35;1;Drama;157.0
Victor Victoria;1982;132 min.;Estados Unidos;Blake Edwards;Blake Edwards, Hans Hoemburg, Reinhold Schünzel;Julie Andrews, James Garner, Robert Preston, Lesley Ann Warren, Alex Karras, Peter Arne, John Rhys-Davies, Graham Stark, Herb Tanney, Michael Robbins, Norman Chancer, David Gant, Malcolm Jamieson;Comedia;París, años treinta. Tras el fracaso de una audición en un cabaret, Victoria Grant (Julie Andrews) camina hambrienta y desolada por las calles de la ciudad. Acuciada por el hambre, decide utilizar una estratagema para disfrutar de una suculenta comida sin tener que pagar. En el restaurante, conoce a Toddy (Robert Preston), un homosexual que no sólo le ofrece hospitalidad, sino que tiene la brillante idea de convertirla en Víctor, un travesti cuyo éxito será inmediato y espectacular. Pero la situación de Victoria se complica cuando King Marchan (James Garner), el dueño de una cadena de cabarets de Chicago, se siente irresistiblemente atraído por Víctor. (FILMAFFINITY);https://pics.filmaffinity.com/victor_victoria-293366497-large.jpg;7.1;8285;https://www.filmaffinity.com/es/film761264.html;https://www.imdb.com/title/tt0084865/?ref_=fn_ttl_ttl_1;7.6;25000.0;;28.22;28.23;0.14;;;99.96457669146298;201.64285714285714;7.6;0.5;7.35;1;Comedia;132.0
Creepshow;1982;120 min.;Estados Unidos;George A. Romero;Stephen King;Hal Holbrook, Leslie Nielsen, Adrienne Barbeau, Fritz Weaver, Viveca Lindfors, Carrie Nye, E.G. Marshall, Ed Harris, Ted Danson, Stephen King, Tom Savini, Warner Shook, Robert Harper;Terror;Cinco historias de terror creadas por Stephen King, enmarcadas dentro de las páginas de un cómic que un insensible padre le ha tirado a su hijo a la basura. (FILMAFFINITY);https://pics.filmaffinity.com/creepshow-288675029-large.jpg;6.2;7976;https://www.filmaffinity.com/es/film293144.html;https://www.imdb.com/title/tt0083767/?ref_=fn_ttl_ttl_2;6.8;56000.0;8.0;21.03;21.03;5.87;2.62875;1.0;100.0;3.5826235093696766;6.8;0.5999999999999996;6.5;1;Terror;120.0
Volver a empezar;1982;93 min.;España;José Luis Garci;José Luis Garci, Ángel Llorente, Jaime Camino, Román Gubern;Antonio Ferrandis, Encarna Paso, José Bódalo, Agustín González, Marta Fernández-Muro, Pablo Hoyos, Pablo del Hoyo;Drama;En 1981 el famoso escritor Antonio Miguel Albajara (Antonio Ferrandis) llega a Gijón, su ciudad natal, procedente de Estocolmo, donde acaba de recibir el premio Nobel de literatura. Durante cuarenta años ha sido profesor de Literatura Medieval en la prestigiosa Universidad de Berkeley (California), donde ha alternado su labor docente con la producción literaria que le ha dado fama mundial. (FILMAFFINITY);https://pics.filmaffinity.com/volver_a_empezar-220706459-large.jpg;6.7;7888;https://www.filmaffinity.com/es/film904876.html;https://www.imdb.com/title/tt0084874/?ref_=fn_ttl_ttl_1;6.9;1700.0;40.0;;;;;;;;6.9;0.20000000000000018;6.800000000000001;0;Drama;93.0
