titulo_original;anio;duracion;pais;direccion;guion;reparto;genero;sinopsis;url_imagen;puntuacion;votos;url;imdb_url;imdb_puntuacion;imdb_votos;presupuesto_millones;recaudacion_domestica_millones;recaudacion_mundial_millones;estreno_millones;roi;exito_comercial;porcentaje_domestico;multiplicador_taquilla;puntuacion_imdb_num;diferencia_puntuaciones;puntuacion_promedio;es_usa;genero_principal;duracion_minutos
Spaceballs;1987;96 min.;Estados Unidos;Mel Brooks;Mel Brooks, Thomas Meehan, Ronny Graham;Mel Brooks, John Candy, Rick Moranis, Bill Pullman, Daphne Zuniga, Dick Van Patten, George Wyner, Michael Winslow, Joan Rivers, John Hurt, Lorene Yarnell Jansson, Sal Viscuso, Ronny Graham;Comedia;"El planeta Spaceball intenta ""robar"" la atmósfera del vecino Druidia secuestrando y pidiendo rescate por la princesa Vespa. El inventor de la trama es Dark Helmet -Rick Moranis-, pero se las tendrá que ver con Lone Starr -Bill Pullman-. (FILMAFFINITY)";https://pics.filmaffinity.com/spaceballs-658855495-large.jpg;5.7;18152;https://www.filmaffinity.com/es/film290779.html;https://www.imdb.com/title/tt0094012/?ref_=fn_ttl_ttl_1;7.1;215000.0;22.7;38.12;38.12;6.61;1.679295154185022;0.0;100.0;5.767019667170953;7.1;1.3999999999999995;6.4;1;Comedia;96.0
Good Morning, Vietnam;1987;121 min.;Estados Unidos;Barry Levinson;Mitch Markowitz;Robin Williams, Forest Whitaker, Bruno Kirby, Robert Wuhl, Noble Willingham, J.T. Walsh, Jintara Sugapat, Juney Smith, Richard Portnow, Danny Aiello III, Richard Edson, James McIntire, Peter MacKenzie, Don Stanton;Bélico;Vietnam. 1965. Un militar pinchadiscos de la radio, Adrian Cronauer, es enviado a Saigón para trabajar en la emisora del ejército norteamericano. En contraste con sus aburridos antecesores, Cronauer es pura dinamita: sus comentarios irreverentes, tacos, improperios y sus críticas al vicepresidente le hacen ganarse el aprecio de las tropas. Sin embargo, su superior, el teniente Hauk, no es de la misma opinión. (FILMAFFINITY);https://pics.filmaffinity.com/good_morning_vietnam-877287246-large.jpg;6.6;17955;https://www.filmaffinity.com/es/film693588.html;https://www.imdb.com/title/tt0093105/?ref_=fn_ttl_ttl_1;7.3;160000.0;13.0;123.92;123.92;0.19;9.532307692307693;1.0;100.0;652.2105263157895;7.3;0.7000000000000002;6.949999999999999;1;Bélico;121.0
Radio Days;1987;85 min.;Estados Unidos;Woody Allen;Woody Allen;Mia Farrow, Dianne Wiest, Seth Green, Julie Kavner, Michael Tucker, Danny Aiello, Josh Mostel, Wallace Shawn, Kenneth Mars, Diane Keaton, Tony Roberts, Jeff Daniels, Mike Starr;Comedia;Son los años 40, la era dorada de la radio, y los peculiares miembros de una familia trabajadora de Nueva York viven con el receptor permanentemente encendido. La música, los seriales lacrimógenos, las historias de superhéroes, los concursos, las crónicas de la alta sociedad y las leyendas sobre estrellas deportivas les sirven para ser un poco menos infelices y engarzan un anecdotario nostálgico de una época irrepetible. (FILMAFFINITY);https://pics.filmaffinity.com/radio_days-841926898-large.jpg;7.4;17123;https://www.filmaffinity.com/es/film519106.html;https://www.imdb.com/title/tt0093818/?ref_=fn_ttl_ttl_1;7.4;38000.0;16.0;14.79;14.79;1.52;0.924375;0.0;100.0;9.730263157894736;7.4;0.0;7.4;1;Comedia;85.0
The Witches of Eastwick;1987;118 min.;Estados Unidos;George Miller;Michael Cristofer, John Updike;Jack Nicholson, Michelle Pfeiffer, Cher, Susan Sarandon, Veronica Cartwright, Richard Jenkins, Carel Struycken, Keith Jochim, Helen Lloyd Breed;Comedia;En la pequeña y tranquila población de Eastwick, Nueva Inglaterra, viven Jane (Sarandon), Sukie (Pfeiffer) y Alexandra (Cher), tres modernas y aburridas mujeres. Hartas de esperar al hombre capaz de satisfacerlas, una noche de lluvia se reúnen, e inocentemente, invocan al hombre perfecto. Pronto las tres mujeres descubren sus extraordinarios poderes cuando llega a la ciudad el misterioso Daryl Van Horne (Nicholson), un personaje tan diabólico como seductor. (FILMAFFINITY);https://pics.filmaffinity.com/the_witches_of_eastwick-885251041-large.jpg;5.7;16547;https://www.filmaffinity.com/es/film990519.html;https://www.imdb.com/title/tt0094332/?ref_=fn_ttl_ttl_1;6.6;81000.0;22.0;63.77;63.77;9.45;2.898636363636364;1.0;100.0;6.748148148148149;6.6;0.8999999999999995;6.15;1;Comedia;118.0
Evil Dead II (Evil Dead 2: Dead by Dawn);1987;85 min.;Estados Unidos;Sam Raimi;Sam Raimi, Scott Spiegel;Bruce Campbell, Sarah Berry, Dan Hicks, Kassie Wesley DePaiva, John Peakes, Ted Raimi, Denise Bixler, Richard Domeier, Lou Hancock;Terror;El bueno de Ash se dispone a pasar un fin de semana en el bosque con su novia. Pero todo se va al traste cuando reproducen una cinta en la que un profesor había grabado varios pasajes del Necronomicon, el Libro de los Muertos. El hechizo convoca a una fuerza demoniaca que convierte a la compañera de Ash en un monstruo ávido de carne. Sin saberlo, él y sus compañeros se disponen a pasar una noche en una cabaña en medio del bosque con un demonio en casa. (FILMAFFINITY);https://pics.filmaffinity.com/evil_dead_ii_evil_dead_2_dead_by_dawn-874071844-large.jpg;6.8;16163;https://www.filmaffinity.com/es/film216255.html;https://www.imdb.com/title/tt0092991/?ref_=fn_ttl_ttl_1;7.7;190000.0;3.6;5.92;5.93;0.81;1.6472222222222221;0.0;99.83136593591905;7.320987654320986;7.7;0.9000000000000004;7.25;1;Terror;85.0
Au revoir les enfants;1987;104 min.;Francia;Louis Malle;Louis Malle;Gaspard Manesse, Raphaël Fetjo, Francine Racette, Stanislas Carré de Malberg, Philippe Morier-Genoud, François Berléand, François Négret, Peter Fitz, Pascal Rivet, Bendit Henriet, Xavier Legrand, Irène Jacob;Drama;Invierno de 1943. Durante la ocupación alemana de Francia, en un internado católico para chicos, Julián, un muchacho de trece años, queda impresionado por la personalidad de Bonnet, un nuevo compañero que ingresa en el colegio después de iniciado el curso. (FILMAFFINITY);https://pics.filmaffinity.com/au_revoir_les_enfants-564290442-large.jpg;7.8;15943;https://www.filmaffinity.com/es/film671403.html;https://www.imdb.com/title/tt0092593/?ref_=fn_ttl_ttl_1;8.0;37000.0;;4.54;4.58;;;;99.12663755458514;;8.0;0.20000000000000018;7.9;0;Drama;104.0
Der Himmel über Berlin (Wings of Desire);1987;128 min.;Alemania del Oeste (RFA);Wim Wenders;Wim Wenders, Peter Handke;Bruno Ganz, Peter Falk, Solveig Dommartin, Otto Sander, Curt Bois, Hans Martin Stier, Elmar Wilms, Lajos Kovacs, Bruno Rosaz;Drama;"Dos ángeles sobrevuelan Berlín, ciudad dividida por el ""muro de la vergüenza"". Sólo son visibles para los niños y los hombres de corazón puro. Testigos impotentes que no pueden cambiar el curso de los acontecimientos, sienten una gran compasión por los seres humanos. Uno de ellos, decidido a conocer los sentimientos de los mortales, se enamora de una joven trapecista... (FILMAFFINITY)";https://pics.filmaffinity.com/der_himmel_uber_berlin_wings_of_desire-748408208-large.jpg;7.3;15914;https://www.filmaffinity.com/es/film143942.html;https://www.imdb.com/title/tt0093191/?ref_=fn_ttl_ttl_1;7.9;81000.0;;3.33;3.52;0.02;;;94.60227272727273;176.0;7.9;0.6000000000000005;7.6;0;Drama;128.0
Beverly Hills Cop II;1987;102 min.;Estados Unidos;Tony Scott;Larry Ferguson, Warren Skaaren, Danilo Bach, Daniel Petrie Jr.;Eddie Murphy, Judge Reinhold, Ronny Cox, Jürgen Prochnow, John Ashton, Brigitte Nielsen, Allen Garfield, Dean Stockwell, Ola Ray, Paul Reiser, Gilbert R. Hill, Paul Guilfoyle, Robert Ridgely;Acción;"El detective de Detroit Axel Foley se entera por las noticias de la tele de que su amigo Andrew Bogomil, capitán de la policía de Beverly Hills, ha sido tiroteado por una mujer. Cuando va a visitarlo al hospital, conoce a su hija Jan. Con la ayuda de dos agentes amigos suyos intenta localizar a la culpable, a pesar de que el jefe de policía Harold Lutz ha intentado encontrar alguna razón para despedir a los dos agentes. Axel y sus amigos descubren que los ""atracos del alfabeto"", que han tenido lugar en la zona, son obra del traficante de armas Maxwell Dent, que ha enviado a su prometida Karla Fry a matar a Bogomil porque éste le iba siguiendo los pasos.";https://pics.filmaffinity.com/beverly_hills_cop_ii-872809373-large.jpg;5.4;14911;https://www.filmaffinity.com/es/film880221.html;https://www.imdb.com/title/tt0092644/?ref_=fn_ttl_ttl_1;6.6;144000.0;27.0;153.67;299.97;26.35;11.110000000000001;1.0;51.22845617895122;11.38406072106262;6.6;1.1999999999999993;6.0;1;Acción;102.0
The Running Man;1987;101 min.;Estados Unidos;Paul Michael Glaser;Steven E. de Souza, Stephen King;Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jesse Ventura, Jim Brown, Erland Van Lidth, Marvin J. McIntyre, Richard Dawson, Toru Tanaka, Gus Rethwisch, Mick Fleetwood, Sven-Ole Thorsen, Dey Young, Kurt Fuller;Ciencia ficción;En la sociedad del futuro el concepto del concurso de televisión es llevado a un extremo cruel. Los concursantes, la mayoría prisioneros obligados a participar, deben huir de matones en un terreno restringido, seguidos por las cámaras y una audiencia sangrienta. Ninguno sobrevive para recoger el premio hasta que un hombre injustamente acusado, Ben Richards (Arnold Schwarzenegger), empieza a ganar a los asesinos y a tener el apoyo de la audiencia. Su objetivo es de desvelar la farsa y la crueldad del programa y de su presentador. (FILMAFFINITY);https://pics.filmaffinity.com/the_running_man-652853038-large.jpg;5.8;13291;https://www.filmaffinity.com/es/film943752.html;https://www.imdb.com/title/tt0093894/?ref_=fn_ttl_ttl_2;6.6;175000.0;27.0;38.12;38.12;8.12;1.4118518518518517;0.0;100.0;4.694581280788177;6.6;0.7999999999999998;6.199999999999999;1;Ciencia ficción;101.0
Hellraiser;1987;94 min.;Reino Unido;Clive Barker;Clive Barker, Clive Barker;Andrew Robinson, Clare Higgins, Ashley Laurence, Sean Chapman, Oliver Smith, Robert Hines, Anthony Allen, Leon Davis, Michael Cassidy, Frank Baker, Kenneth Nelson, Doug Bradley, Nicholas Vince, Simon Bamford, Grace Kirby, Oliver Parker;Terror;Frank Cotton, un hombre joven, violento y ambicioso de experiencias personales adquiere una caja china procedente de un bazar oriental y dotada de poderes. Según antiguas leyendas, es una especie de puerta a seres de otra dimensión. Al abrirla, Cotton convoca a estas criaturas procedentes de un infierno fantástico, pero estas selo le inflingirán tormentos hasta acabar con él. Veinte años después, dos nuevos inquilinos se instalan en la vieja casa de Frank: su hermano y su esposa. La aparición del espíritu de Frank es el principio de una vorágine de horror en estado puro que enloquecerá a sus familiares. Una gota de sangre, vertida casualmente por su hermano sobre el suelo del desván, es el desencadenante de la tragedia. Frank, para poder retomar su antigua forma, necesitará sangre de seres humanos que le proporcionará, secretamente, la mujer de su hermano. (FILMAFFINITY);https://pics.filmaffinity.com/hellraiser-175608292-large.jpg;6.2;13217;https://www.filmaffinity.com/es/film943514.html;https://www.imdb.com/title/tt0093177/?ref_=fn_ttl_ttl_1;6.9;148000.0;1.0;14.56;14.58;4.45;14.58;1.0;99.86282578875172;3.2764044943820223;6.9;0.7000000000000002;6.550000000000001;0;Terror;94.0
Fatal Attraction;1987;119 min.;Estados Unidos;Adrian Lyne;James Dearden;Michael Douglas, Glenn Close, Anne Archer, Ellen Hamilton Latzen, Stuart Pankin, Fred Gwynne, Anna Thomson, Ellen Foley, Lois Smith, Meg Mundy, Tom Brennan, Sam Coppola, J.J. Johnston;Intriga;Dan Gallagher lleva una vida perfecta: tiene una esposa maravillosa, una hija encantadora y un buen trabajo. En una fiesta conoce a Alex, una atractiva mujer que lo seduce. Pero para Dan se trata únicamente de una aventura ocasional. Alex, en cambio, cuando él le anuncia el fin de la relación reacciona con una violencia inaudita. No acepta ser rechazada y sus sentimientos se convierten en una obsesión enfermiza y peligrosa... (FILMAFFINITY);https://pics.filmaffinity.com/fatal_attraction-663479256-large.jpg;6.2;13067;https://www.filmaffinity.com/es/film904134.html;https://www.imdb.com/title/tt0093010/?ref_=fn_ttl_ttl_1;6.9;106000.0;14.0;156.65;320.15;7.6;22.86785714285714;1.0;48.93018897391848;42.125;6.9;0.7000000000000002;6.550000000000001;1;Intriga;119.0
El bosque animado;1987;108 min.;España;José Luis Cuerda;Rafael Azcona, Wenceslao Fernández Flórez;Alfredo Landa, Tito Valverde, Miguel Rellán, Fernando Rey, Alejandra Grepi, Manuel Alexandre, Encarna Paso, Amparo Baró, Alicia Hermida, María Isbert, Luis Ciges, Paca Gabaldón, Antonio Gamero, Alicia Agut, Alicia Sánchez, Marisa Porcel;Comedia;Un bandido, un pocero, una niña que trabaja, un chico que no quiere trabajar, una muchacha que emigra y un fantasma que busca compañía. Estos y otros personajes configuran el mundo fantástico que vamos descubriendo entre los árboles de un bosque. Frente al  mundo de los pobres, el de los ricos: los señores del pazo, las veraneantes llegadas de Madrid y la patrona que explota a los niños porque su irremediable soltería ha exacerbado en ella el amor por el dinero. Entre todos, el tren que bordea los caminos del bosque, que trae y lleva pasajeros y es el único nexo que los une y los desune. (FILMAFFINITY);https://pics.filmaffinity.com/el_bosque_animado-507729846-large.jpg;7.4;12580;https://www.filmaffinity.com/es/film962541.html;https://www.imdb.com/title/tt0092693/?ref_=fn_ttl_ttl_2;7.3;1700.0;;;;;;;;;7.3;0.10000000000000053;7.35;0;Comedia;108.0
No Way Out;1987;116 min.;Estados Unidos;Roger Donaldson;Robert Garland, Kenneth Fearing;Kevin Costner, Sean Young, Gene Hackman, Will Patton, George Dzundza, Howard Duff, Iman, Fred Dalton Thompson, Jason Bernard, David Paymer, Chris Desjardins, Dennis Burkley, Michael Shillo;Thriller;El Secretario de Defensa David Brice (Gene Hackman) comete un crimen en un arrebato de furia. Para encubrir el escándalo, su fiel ayudante (Will Patton) hace que las sospechas recaigan sobre un espía ruso, y para encontrarlo recluta al comandante de marina Tom Farrell (Kevin Costner). A medida que la investigación avanza, Farrell descubre que todas las pistas lo inculpan directamente a él. (FILMAFFINITY);https://pics.filmaffinity.com/no_way_out-684542354-large.jpg;6.4;12477;https://www.filmaffinity.com/es/film121809.html;https://www.imdb.com/title/tt0093640/?ref_=fn_ttl_ttl_1;7.1;51000.0;15.0;35.51;35.51;4.26;2.3673333333333333;1.0;100.0;8.335680751173708;7.1;0.6999999999999993;6.75;1;Thriller;116.0
Hamburger Hill;1987;112 min.;Estados Unidos;John Irvin;James Carabatsos;Dylan McDermott, Anthony Barrile, Don Cheadle, Steven Weber, Timothy Patrick Quill, Michael Dolan, Michael Boatman, Don James, Courtney B. Vance;Bélico;Guerra de Vietnam, 1969. Narra los infernales combates que enfrentaron al ejército americano y a los soldados del Vietcong por la toma de una colina. La división 101, formada principalmente por soldados novatos, fue la encargada de intentar ocupar esa colina, arrebatándosela al enemigo. (FILMAFFINITY);https://pics.filmaffinity.com/hamburger_hill-303756419-large.jpg;6.4;12123;https://www.filmaffinity.com/es/film397600.html;https://www.imdb.com/title/tt0093137/?ref_=fn_ttl_ttl_1;6.7;29000.0;;13.84;13.84;3.36;;;100.0;4.1190476190476195;6.7;0.2999999999999998;6.550000000000001;1;Bélico;112.0
La ley del deseo;1987;100 min.;España;Pedro Almodóvar;Pedro Almodóvar;Eusebio Poncela, Carmen Maura, Antonio Banderas, Micky Molina, Fernando Guillén, Rossy de Palma, Nacho Martínez, Helga Liné, Agustín Almodóvar, Manuela Velasco, Bibiana Fernández, Marta Fernández-Muro, Germán Cobos, Fernando Guillén Cuervo, Maruchi León, Angie Gray;Drama;Pablo (Eusebio Poncela) y Tina (Carmen Maura) son dos hermanos, dedicados al mundo del espectáculo, que están marcados para siempre por la separación de sus padres y, sobre todo, por un oscuro secreto de Tina. Pablo, que malvive enamorado de Juan (Miguel Molina), conoce a Antonio (Antonio Banderas), pero entonces su vida se complicará aún más. (FILMAFFINITY);https://pics.filmaffinity.com/la_ley_del_deseo-868784529-large.jpg;6.6;11773;https://www.filmaffinity.com/es/film858909.html;https://www.imdb.com/title/tt0093412/?ref_=fn_ttl_ttl_1;7.1;15000.0;;0.07;0.1;0.01;;;70.0;10.0;7.1;0.5;6.85;0;Drama;100.0
Over the Top;1987;93 min.;Estados Unidos;Menahem Golan;Stirling Silliphant, Sylvester Stallone;Sylvester Stallone, David Mendenhall, Robert Loggia, Susan Blakely, Rick Zumwalt, Chris McCarthy, Terry Funk, Allan Graf, Magic Schwarz, John Braden;Acción;Lincoln Hawk es un camionero que lo único que desea es estar con su hijo. Cuando lo abandonó doce años antes, el niño pasó a estar bajo la custodia de su madre. Ahora debe participar en luchas para recuperar el amor de su hijo, que está en una academia militar. (FILMAFFINITY);https://pics.filmaffinity.com/over_the_top-730287648-large.jpg;4.8;10977;https://www.filmaffinity.com/es/film172843.html;https://www.imdb.com/title/tt0093692/?ref_=fn_ttl_ttl_1;5.8;63000.0;25.0;16.06;16.06;5.15;0.6424;0.0;100.0;3.118446601941747;5.8;1.0;5.3;1;Acción;93.0
Die Hard;1988;131 min.;Estados Unidos;John McTiernan;Jeb Stuart, Steven E. de Souza, Roderick Thorp;Bruce Willis, Bonnie Bedelia, Alan Rickman, Alexander Godunov, Paul Gleason, Reginald Veljohnson, William Atherton, Hart Bochner, De'voreaux White, Robert Davi, Grand L. Bush, Wilhelm von Homburg, James Shigeta;Acción;En lo alto de la ciudad de Los Ángeles, un grupo terrorista se ha apoderado de un edificio tomando a un grupo de personas como rehenes. Sólo un hombre, el policía de Nueva York John McClane (Bruce Willis), ha conseguido escapar del acoso terrorista. Aunque está solo y fuera de servicio, McClane se enfrentará a los secuestradores. Él es la única esperanza para los rehenes. (FILMAFFINITY);https://pics.filmaffinity.com/die_hard-336213173-large.jpg;7.2;120739;https://www.filmaffinity.com/es/film385351.html;https://www.imdb.com/title/tt0095016/?ref_=fn_ttl_ttl_1;8.2;991000.0;28.0;85.89;143.65;0.6;5.130357142857143;1.0;59.79115906717717;239.41666666666669;8.2;0.9999999999999991;7.699999999999999;1;Acción;131.0
Nuovo Cinema Paradiso;1988;155 min.;Italia;Giuseppe Tornatore;Giuseppe Tornatore;Philippe Noiret, Marco Leonardi, Salvatore Cascio, Jacques Perrin, Agnese Nano, Brigitte Fossey, Antonella Attili, Enzo Cannavale, Isa Danieli, Leo Gullotta, Pupella Maggio, Leopoldo Trieste;Drama;"'Cinema Paradiso' es una historia de amor por el cine. Narra la historia de Salvatore, un niño de un pueblecito italiano en el que el único pasatiempo es ir al cine. Subyugado por las imágenes en movimiento, el chico cree ciegamente que el cine es magia; pero, un día, Alfredo, el operador, accede a enseñarle al pequeño los misterios y secretos que se ocultan detrás de una película. Salvatore va creciendo y llega el momento en el que debe abandonar el pueblo y buscarse la vida. Treinta años después recibe un mensaje, en el que le comunican que debe volver a casa. (FILMAFFINITY)";https://pics.filmaffinity.com/nuovo_cinema_paradiso-312728781-large.jpg;8.3;95301;https://www.filmaffinity.com/es/film420972.html;https://www.imdb.com/title/tt0095765/?ref_=fn_ttl_ttl_1;8.5;301000.0;5.0;12.4;13.03;0.02;2.606;1.0;95.16500383729854;651.5;8.5;0.1999999999999993;8.4;0;Drama;155.0
Rain Man;1988;129 min.;Estados Unidos;Barry Levinson;Ronald Bass, Barry Morrow;Dustin Hoffman, Tom Cruise, Valeria Golino, Bonnie Hunt, Gerald R. Molen, Jack Murdock, Michel D. Roberts, Ralph Seymour, Lucinda Jenney, Kim Robillard, Beth Grant, Michael C. Hall, Ralph Tabakin;Drama;Charlie Babbitt (Tom Cruise), un joven egoísta que espera heredar la fortuna de su difunto padre, se entera de que el beneficiario es su hermano Raymond (Dustin Hoffman), un autista al que no conoce, porque ha vivido siempre recluido en un centro especial. Ambos harán un largo viaje a través de los Estados Unidos. Al principio, a Charlie, el extravagante comportamiento de su hermano lo irrita y lo desconcierta, pero, poco a poco, aprenderá a conocerlo y a quererlo. (FILMAFFINITY);https://pics.filmaffinity.com/rain_man-706309878-large.jpg;7.4;89916;https://www.filmaffinity.com/es/film579520.html;https://www.imdb.com/title/tt0095953/?ref_=fn_ttl_ttl_1;8.0;566000.0;25.0;172.83;354.83;7.01;14.1932;1.0;48.70783191951076;50.617689015691866;8.0;0.5999999999999996;7.7;1;Drama;129.0
Big;1988;102 min.;Estados Unidos;Penny Marshall;Gary Ross, Anne Spielberg;Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard, Jared Rushton, Mercedes Ruehl, Jon Lovitz, David Moscow, Josh Clark, Erika Katz, Allan Wasserman, Mark Ballou, Gary Howard Klar;Comedia;Josh Baskin tiene trece años pero, cansado de que las chicas no le hagan caso y de que sus padres le traten como a un niño, desea ser mayor. Una noche, encuentra, en una feria, una vieja máquina que concede un deseo a cambio de una moneda. Josh, sin dudarlo un instante, pide hacerse mayor. A la mañana siguiente, descubre en el espejo un cuerpo de adulto. La otra cara de la moneda serán los problemas y responsabilidades que debe asumir sin ninguna experiencia previa. (FILMAFFINITY);https://pics.filmaffinity.com/big-320336583-large.jpg;6.3;88876;https://www.filmaffinity.com/es/film776707.html;https://www.imdb.com/title/tt0094737/?ref_=fn_ttl_ttl_2;7.3;250000.0;18.0;115.23;151.93;8.22;8.440555555555555;1.0;75.84413874810768;18.482968369829685;7.3;1.0;6.8;1;Comedia;102.0
Willow;1988;120 min.;Estados Unidos;Ron Howard;Bob Dolman, George Lucas;Warwick Davis, Val Kilmer, Joanne Whalley, Jean Marsh, Gavan O'Herlihy, Patricia Hayes, Billy Barty, Pat Roach, David Steinberg, Phil Fondacaro, Tony Cox, Robert Gillibrand, Mark Northover;Fantástico;Cuento medieval con brujas, enanos y poderes mágicos. En las mazmorras del castillo de la hechicera y malvada reina Bavmorda, una prisionera da a luz a una niña que, según una antigua profecía, pondrá fin al reinado de la hechicera. La comadrona intenta salvar a la niña de la ira de Bavmorda, pero, alcanzada por los perros de presa del castillo, no tiene más remedio que arrojar la cuna al río. Gracias a la corriente, la cuna llega a un pueblo de enanos, donde la niña es adoptada por el valiente Willow. (FILMAFFINITY);https://pics.filmaffinity.com/willow-981190451-large.jpg;6.8;84151;https://www.filmaffinity.com/es/film350632.html;https://www.imdb.com/title/tt0096446/?ref_=fn_ttl_ttl_1;7.2;136000.0;35.0;57.27;57.27;8.3;1.6362857142857143;0.0;100.0;6.8999999999999995;7.2;0.40000000000000036;7.0;1;Fantástico;120.0
Who Framed Roger Rabbit;1988;103 min.;Estados Unidos;Robert Zemeckis;Jeffrey Price, Peter S. Seaman, Gary K. Wolf;Bob Hoskins, Christopher Lloyd, Joanna Cassidy, Stubby Kaye, Joel Silver, Richard LeParmentier, Alan Tilvern, Betsy Brantley, Richard Ridings, Lindsay Holiday, Mike Edmonds, Edwin Craig;Animación;Hollywood, 1947. Eddie Valiant (Bob Hoskins), un detective de poca monta, ha sido contratado para encontrar pruebas que demuestren que Marvin Acme, magnate del negocio de los artículos de broma y dueño de Toontown, está rondando a Jessica Rabbit, mujer fatal y esposa de la superestrella del Marron Cartoon, Roger Rabbit. Cuando Acme aparece asesinado, todas las pruebas apuntan a Roger, y el siniestro y ambicioso Juez Doom (Christopher Lloyd) está decidido a condenarlo como sea. Roger suplica a Valiant que le ayude a  encontrar al verdadero culpable, pero el asunto se irá complicando a medida que Eddie va descubriendo, escándalo tras escándalo, que la propia existencia de Toontown corre peligro. (FILMAFFINITY);https://pics.filmaffinity.com/who_framed_roger_rabbit-555310356-large.jpg;6.6;66989;https://www.filmaffinity.com/es/film416057.html;https://www.imdb.com/title/tt0096438/?ref_=fn_ttl_ttl_1;7.7;226000.0;70.0;156.45;329.8;11.23;4.711428571428572;1.0;47.437841115827766;29.367764915405164;7.7;1.1000000000000005;7.15;1;Animación;103.0
Akira;1988;124 min.;Japón;Katsuhiro Ōtomo;Katsuhiro Ōtomo, Izo Hashimoto, Katsuhiro Ōtomo;No disponible;Animación;"Año 2019. Neo-Tokyo es una ciudad construida sobre las ruinas de la antigua capital japonesa destruida tras la Tercera Guerra Mundial. Japón es un país al borde del colapso que sufre continuas crisis políticas. En secreto, un equipo de científicos ha reanudado por orden del ejército un experimento para encontrar a individuos que puedan controlar el arma definitiva: una fuerza denominada ""la energía absoluta"". Pero los habitantes de Neo-Tokyo tienen otras cosas de las que preocuparse. Uno de ellos es Kaneda, un joven pandillero líder de una banda de motoristas. Durante una pelea, su mejor amigo, Tetsuo, sufre un extraño accidente y termina ingresado en unas instalaciones militares. Allí los científicos descubrirán que es el poseedor de la energía absoluta. Pero Tetsuo, que no se resigna a convertirse en un conejillo de indias, muy pronto se convertirá en la amenaza más grande que el mundo ha conocido. (FILMAFFINITY)";https://pics.filmaffinity.com/akira-262742931-large.jpg;7.6;60037;https://www.filmaffinity.com/es/film144113.html;https://www.imdb.com/title/tt0094625/?ref_=fn_ttl_ttl_1;8.0;216000.0;1100.0;0.55;2.99;0.01;0.0027181818181818184;0.0;18.394648829431436;299.0;8.0;0.40000000000000036;7.8;0;Animación;124.0
Beetlejuice;1988;93 min.;Estados Unidos;Tim Burton;Michael McDowell, Warren Skaaren, Michael McDowell, Larry Wilson;Michael Keaton, Alec Baldwin, Geena Davis, Winona Ryder, Jeffrey Jones, Annie McEnroe, Sylvia Sidney, Glenn Shadix, Catherine O'Hara, Hugo Stanger, Mark Ettlinger, J. Jay Saunders, Patrice Martinez;Fantástico;Un matrimonio de fantasmas (Geena Davis y Alec Baldwin) contrata los servicios de Bitelchus (Michael Keaton), un especialista en asustar mortales, para que ahuyente a los nuevos propietarios de su querida casa Victoriana. (FILMAFFINITY);https://pics.filmaffinity.com/beetlejuice-194191930-large.jpg;6.8;56028;https://www.filmaffinity.com/es/film706877.html;https://www.imdb.com/title/tt0094721/?ref_=fn_ttl_ttl_2;7.5;403000.0;15.0;74.66;74.85;8.03;4.989999999999999;1.0;99.74615898463594;9.321295143212952;7.5;0.7000000000000002;7.15;1;Fantástico;93.0
Mujeres al borde de un ataque de nervios;1988;89 min.;España;Pedro Almodóvar;Pedro Almodóvar;Carmen Maura, Antonio Banderas, Julieta Serrano, Rossy de Palma, María Barranco, Chus Lampreave, Guillermo Montesinos, Fernando Guillén, Kiti Mánver, Loles León, Ángel de Andrés López, Francisca Caballero, Agustín Almodóvar, José Antonio Navarro, Imanol Uribe;Comedia;Pepa e Iván son actores de doblaje. Él es un mujeriego empedernido y, después de una larga relación, rompe con Pepa: le deja un mensaje en el contestador pidiéndole que le prepare una maleta con sus cosas. Pepa, que no soporta vivir en una casa llena de recuerdos, decide alquilarla. Mientras espera que Iván vaya a recoger la maleta, la casa se le va llenando de gente extravagante de la que aprenderá muchas cosas sobre la soledad y la locura. (FILMAFFINITY);https://pics.filmaffinity.com/mujeres_al_borde_de_un_ataque_de_nervios-287047068-large.jpg;7.0;52486;https://www.filmaffinity.com/es/film813529.html;https://www.imdb.com/title/tt0095675/?ref_=fn_ttl_ttl_1;7.5;49000.0;0.7;7.25;7.31;0.01;10.442857142857143;1.0;99.17920656634747;731.0;7.5;0.5;7.25;0;Comedia;89.0
Tonari no Totoro;1988;86 min.;Japón;Hayao Miyazaki;Hayao Miyazaki;No disponible;Animación;En los años 50, una familia japonesa se traslada al campo. Las dos hijas, Satsuki y Mei, entablan amistad con Totoro, un espíritu del bosque. El padre es un profesor universitario que estimula la imaginación de sus hijas relatándoles fábulas e historias mágicas sobre duendes, fantasmas y espíritus protectores de los hogares, mientras la madre se encuentra enferma en el hospital. (FILMAFFINITY);https://pics.filmaffinity.com/tonari_no_totoro-974352061-large.jpg;7.7;50412;https://www.filmaffinity.com/es/film646631.html;https://www.imdb.com/title/tt0096283/?ref_=fn_ttl_ttl_1;8.1;408000.0;3.7;2.25;30.41;0.54;8.218918918918918;1.0;7.39888194672805;56.31481481481481;8.1;0.39999999999999947;7.9;0;Animación;86.0
